id,canonical_name,synonyms
cladribine,Cladribine,"['RWJ-26251', 'Leustatine', '2-cda', 'Leustat', '2CDA', 'Leustatin', 'Cladribine']"
midostaurin,Midostaurin,"['RYDAPT', 'PKC412', 'Midostaurin']"
levetiracetam,Levetiracetam,"['Keppra', 'Levetiracetam']"
bat1306,BAT1306,"['BAT 1306', 'BAT-1306', 'BAT1306']"
9-ing-41,9-ING-41,"['9 ING 41', '9ING41', '9-ING-41']"
pf-06952229,PF-06952229,"['PF06952229', 'PF 06952229', 'PF-06952229']"
nsc-87877,NSC-87877,['NSC-87877']
apitolisib,Apitolisib,"['GDC-0980', 'Apitolisib']"
dcvac-slash-pca,DCVAC/PCa,"['prostate tumor antigen-activated autologous dendritic cell vaccine', 'DCVAC/PCa']"
ly3074828,LY3074828,"['Mirikizumab', 'LY3074828']"
pu-h71,PU-H71,"['PUH71', 'PU H71', 'PU-H71']"
mg4101,MG4101,"['MG-401', 'allogeneic natural killer cell line MG4101', 'MG 4101', 'allogeneic NK cell line MG4101', 'MG4101']"
entospletinib,Entospletinib,"['GS-9973', 'Entospletinib']"
thapsigargin,Thapsigargin,['Thapsigargin']
abt165,ABT165,"['ABT-165', 'ABT165']"
nvp-bhg712,NVP-BHG712,['NVP-BHG712']
entinostat,Entinostat,"['MS-275', 'MS275', 'SNDX-275', 'Entinostat']"
hu3f8-bsab,hu3f8-BsAb,['hu3f8-BsAb']
sd-101,SD-101,['SD-101']
elotuzumab,Elotuzumab,"['Empliciti', 'Elotuzumab']"
resminostat,Resminostat,"['4SC-201', 'RAS-2410', 'HDAC inhibitor 4SC-201', 'RAS2410', 'Histone deacetylase inhibitor 4SC-201', 'BYK 408740', 'C550599', 'RAS 2410', 'YHI-1001', 'Resminostat']"
bnt111,BNT111,['BNT111']
loratadine,Loratadine,"['Claritin', 'Loratadine']"
imiquimod,Imiquimod,"['Zyclara', 'Aldara', 'Imiquimod']"
atlcar-dot-cd30-dot-ccr4,ATLCAR.CD30.CCR4,"['CCR4-CAR-CD30-28zeta-specific autologous T cells', 'autologous CCR4-CAR-CD19-CD28-zeta-transduced T lymphocytes', 'CAR-T: Anti-CD30 (CD30_CCR4)', 'SFG.CCR4-CAR.CD30 autologous T lymphocytess', 'ATLs co-expressing CD30-CARCD28zeta and CCR4', 'anti-CD30-CAR/CD28z-CCR4 retroviral vector-transduced autologous T cells', 'ALTCAR.CD30 cells', 'ATLCAR.CD30-CD28zeta-CCR4 cells', 'ATLCAR.CD30.CCR4 cells', 'ATLCAR.CD30.CCR4']"
gsk3745417,GSK3745417,"['GSK 3745417', 'GSK-3745417', 'GSK3745417']"
amiloride,Amiloride,['Amiloride']
tositumomab,Tositumomab,['Tositumomab']
abexinostat,Abexinostat,"['C512352', 'PZP-115891', 'S 78454', 'PZP115891', 'HDAC inhibitor PCI-24781', 'PCI 24781', 'Abexinostat hydrochloride', 'PCI-24781', 'CRA024781', 'PCI24781', 'CRA 24781', 'CRA-024781', 'D10060', 'CG-781', 'CRA 024781', 'Abexinostat']"
chlormadinone,Chlormadinone,"['D002715', 'Prostal', 'Neo-Eunomin', 'Chlormadinone acetate', 'Lutoral', 'Chlormadinone']"
efavirenz,Efavirenz,['Efavirenz']
lomustine,Lomustine,"['Gleostine', 'CCNU', 'Lomustine']"
vegfr2-169_peptide_vaccine,VEGFR2-169 peptide vaccine,"['VEGFR2-169 peptide (RFVPDGNRI) restricted with HLA‐A*2402', 'HLA-A*2402-restricted VEGFR2-169 peptide vaccine', 'VEGFR2-169 peptide vaccine']"
bdc-1001,BDC-1001,"['BDC1001', 'BDC 1001', 'BDC-1001']"
ide196,IDE196,"['IDE 196', 'LXS196', 'IDE-196', 'IDE196']"
pha-665752,PHA-665752,['PHA-665752']
moxr0916,MOXR0916,"['Pogalizumab', 'MOXR0916']"
kite-439,KITE-439,"['KITE 439', 'KITE439', 'KITE-439']"
rg6160,RG6160,"['RO7187797', 'BFCR4350A', 'RG6160']"
ltx-315,LTX-315,"['lactoferrin pharmacophore LTX-315', 'Oncopore', 'lactoferrin-derived lytic peptide LTX-315', 'LTX-315']"
cyproterone_acetate,Cyproterone acetate,"['Cyprostat', 'Dianette', 'D017373', 'D01368', 'Androcur', 'CPTR', 'Andro-Diane', 'CyPat', 'Cyprone', 'SH 714', 'Cyproterone', 'Cyproterone acetate']"
elbasvir-grazoprevir,Elbasvir-grazoprevir,['Elbasvir-grazoprevir']
npmw-peptide_vaccine,NPMW-peptide vaccine,"['Peptide vaccine against long peptide sequences from NY-ESO-1/PRAME/MAGE-A3/WT-1', 'NY-ESO-1/PRAME/MAGE-A3/WT-1 peptide vaccine', 'NPMW-peptide vaccine']"
tj011133,TJ011133,['TJ011133']
vxm01,VXM01,"['VEGFR-2 DNA vaccine VXM01', 'VXM01']"
sapitinib,Sapitinib,"['ErbB kinase inhibitor AZD8931', 'AZD8931', 'Sapitinib']"
anti-cd3_immunotoxin_a-dmdt390-bisfv-lpar-ucht1-rpar-,anti-CD3 immunotoxin A-dmDT390-bisFv(UCHT1),"['a-dmdt390-bisfv(ucht1)', 'Resimmune', 'anti-CD3 immunotoxin A-dmDT390-bisFv(UCHT1)']"
birinapant,Birinapant,"['C582429', 'TL32711', 'D10417', 'Smac mimetic TL32711', 'TL-32711', 'Birinapant']"
bdtx-189,BDTX-189,"['BDTX189', 'BDTX 189', 'BDTX-189']"
kw-2478,KW-2478,"['KW2478', 'KW 2478', 'C551428', 'Hsp90 antagonist KW-2478', 'KW-2478']"
necitumumab,Necitumumab,"['Portrazza', 'Necitumumab']"
azd6482,AZD6482,"['KIN001-193', 'WO2009093972', 'AZD6482']"
cx-4945,Silmitasertib,"['CX 4945', 'CX4945', 'Silmitasertib']"
gr-md-02,GR-MD-02,['GR-MD-02']
p53_peptide_vaccine,p53 peptide vaccine,"['MPS-128 PR-147', 'p53:264-272', 'p53: 264-272 peptide', 'p53 peptide vaccine']"
gm-csf-secreting_breast_tumor_vaccine,GM-CSF-secreting breast tumor vaccine,"['Allogeneic HER2+ GM-CSF-secreting breast tumor vaccine', 'GM-CSF-secreting breast tumor vaccine']"
pol6326,POL6326,"['Balixafortide', 'POL-6326', 'POL6326']"
nsc-207895,NSC-207895,"['XI-006', 'NSC-207895']"
mpl,MPL,"['MPL A', 'Monophosphoryl lipid A', 'MPL']"
nelarabine,Nelarabine,"['Arranon', 'Nelarabine']"
prt1419,PRT1419,['PRT1419']
arry382,ARRY382,"['ARRY-382', 'ARRY382']"
autologous_dendritic_cell-adenovirus_p53_vaccine,Autologous dendritic cell-adenovirus p53 vaccine,['Autologous dendritic cell-adenovirus p53 vaccine']
pyrotinib,Pyrotinib,"['pirrotinib', 'Pirotinib', 'Pyrotinib']"
anti-ny-eso1_tcr-transduced_autologous_cd62l-plus--der--etcatcny,anti-NY-ESO1 TCR-transduced autologous CD62L+-derived T lymphocytes,"['autologous CD62L+-derived T lymphocytes transduced with NY-ESO-1-specific TCR', 'anti-NY-ESO1 TCR-transduced autologous CD62L+-derived T lymphocytes']"
ab-16b5,AB-16B5,['AB-16B5']
carmustine,Carmustine,"['Carmustine Implant', 'Gliadel wafer', 'Gliadel', 'Carmubris', 'Becenum', 'BCNU', 'Carmustine']"
tqb3804,TQB3804,['TQB3804']
vx-702,VX-702,['VX-702']
89sr_chloride,89Sr Chloride,"['Strontium chloride Sr 89', 'Metastron', 'Strontium 89 Chloride', '89Sr Chloride']"
4scar-gd2,4SCAR-GD2,['4SCAR-GD2']
secukinumab,Secukinumab,"['Cosentyx', 'Secukinumab']"
plerixafor,Plerixafor,"['amd3100', 'Mozobil', 'LM-3100', 'Plerixafor']"
_lipovaxin-mm,Lipovaxin-MM,['Lipovaxin-MM']
177lu-dota-rituximab,177Lu-DOTA-Rituximab,"['177LU-D-R', '177Lutetium-DOTA-Rituximab', '177Lu-DOTA-Rituximab']"
tas-109,TAS-109,['TAS-109']
medi0680,MEDI0680,"['AMP-514', 'MEDI0680']"
pancreatic_personalized_neoantigen_dna_vaccine,Pancreatic Personalized neoantigen DNA vaccine,['Pancreatic Personalized neoantigen DNA vaccine']
dpx-survivac,DPX-Survivac,"['survivin antigen vaccine DPX-Survivac', 'DPX-Survivac']"
lenalidomide,Lenalidomide,"['Revlimid', 'Lenalidomide']"
gsk3368715,GSK3368715,"['GSK-3368715', 'GSK 3368715', 'GSK3368715']"
bhac,BHAC,"['N4-behenoyl-1-beta-D-arabinofuranosylcytosine', 'BH-AC', 'BHAC']"
abituzumab,Abituzumab,"['EMD 525797', 'EMD525797', 'EMD-525797', 'Abituzumab']"
t3011,T3011,['T3011']
fluvastatin,Fluvastatin,"['Lescol', 'Fluvastatin']"
tosedostat,Tosedostat,"['CHR-2797', 'Tosedostat']"
kn044,KN044,['KN044']
e39_peptide_vaccine,E39 peptide vaccine,"['folate binding protein E39 peptide vaccine', 'FBP E39 peptide vaccine', 'E39 peptide vaccine']"
clodronate,Clodronate,"['disodium dichloromethylene diphosphonate', 'Bonefos', 'clodronic acid, disodium salt', 'Difosfonal', 'clodronic acid', 'Clodronate disodium', 'CL2MDP', 'Clasteon', 'Ossiten', 'Loron', 'Mebonat', 'Clodronate']"
abacavir,Abacavir,"['abacavir sulfate', 'Ziagen', 'Abacavir']"
l19-il2,L19-IL2,"['L19IL2', 'bifikafusp alfa', 'Darleukin', 'L19-IL2']"
p16ink4a-peptide,p16INK4a-peptide,['p16INK4a-peptide']
simvastatin,Simvastatin,"['Zocor', 'Simvastatin']"
intetumumab,Intetumumab,"['human anti-alpha-v integrin monoclonal antibody', 'CNTO 95', 'Intetumumab']"
tocotrienol,Tocotrienol,"['Tocotrienol-rich fraction', 'TRF', 'Tocotrienol']"
amg_427,AMG 427,"['AMG-427', 'AMG427', 'AMG 427']"
tak-788,TAK-788,['TAK-788']
kin001-244,KIN001-244,['KIN001-244']
imm-101,IMM-101,['IMM-101']
celyvir,CELYVIR,"['oncolytic adenovirus ICOVIR5-infected autologous mesenchymal stem cells', 'CELYVIR']"
ocrelizumab,Ocrelizumab,['Ocrelizumab']
trimixdc-mel,TriMixDC-MEL,"['Autologous dendritic cells electroporated with CD40L/CD70/caTLR4 mRNAs and MAGE-A3/MAGE-C2/tyrosinase/gp100 mRNAs', 'TriMix-DC-MEL', 'TriMixDC-MEL']"
tioguanine,Thioguanine,"['TG', '6-TG', '6-tioguanine', 'Tabloid', 'Tioguanine', 'Tioguanin', '6-thioguanine', 'Thioguanine']"
sufentanil,Sufentanil,"['Sufentanil TDS', 'Sufenta', 'Fentatienil', 'Sufentanil citrate', 'Sufentanil']"
ras_peptide_cancer_vaccine,Ras peptide cancer vaccine,"['Ras pep vac', 'Ras 5-17 (Gly->Asp) peptide cancer vaccine', 'Ras 5-17 (Gly->Val) peptide cancer vaccine', 'Ras 5-17 (Gly->Cys) peptide cancer vaccine', 'Ras peptide cancer vaccine']"
anhydrous_enol-oxaloacetate,Anhydrous Enol-Oxaloacetate,"['AEO', 'Anhydrous Enol-Oxaloacetate']"
nfat-dot-il12_transduced_tils,NFAT.IL12 transduced TILs,['NFAT.IL12 transduced TILs']
biib015,BIIB015,"['C568070', 'BIIB 015', 'DM4-conjugated anti-Cripto monoclonal antibody BIIB015', 'Anti-Cripto-DM4', 'BIIB-015', 'huB3F6-SPDB-DM4 immunoconjugate', 'Anti-CRIPTO', 'Anti-Cripto mAB', 'BIIB015']"
parthenolide,Parthenolide,['Parthenolide']
bicalutamide,Bicalutamide,"['Casodex', 'Bicalutamide']"
yh002,YH002,['YH002']
bdca-1_bdc-01_vaccine,BDCA-1 BDC-01 vaccine,"['BDCA-1BDC-01 vaccine', 'BDCA-1 BDC-01 vaccine']"
ly3415244,LY3415244,"['LY 3415244', 'anti-PD-L1/TIM-3 bispecific antibody LY3415244', 'LY-3415244', 'LY3415244']"
sphingosine_kinase-2_inhibitor_abc294640,Opaganib,"['Yeliva', 'SK2 inhibitor ABC294640', 'ABC294640', 'Opaganib']"
tcr_alpha-beta-slash-cd19_depleted_hematopoietic_stem_cell,TCR alpha-beta/CD19 depleted hematopoietic stem cell,['TCR alpha-beta/CD19 depleted hematopoietic stem cell']
tc_99m-3prgd2,Tc 99m-3PRGD2,"['99mTc-3PRGD2', '((99m)Tc-3PRGD2)', '(99m)Tc-PEG(4)-E[PEG(4)-c(RGDfK)](2)', 'Tc 99m-3PRGD2']"
carmofur,Carmofur,"['1-hexylcarbamoyl-5-fluorouracil', 'Mifurol', 'HCFU', 'Carmofur']"
autologous_stem_cell_transplantation,Autologous stem cell transplantation,"['HDT/ASCR', 'autologous HSCT', 'Autologous stem cell transplantation']"
endostatin,Endostatin,"['Endostar', 'rh-endostatin', 'Endostatin']"
ixazomib,Ixazomib,"['MLN9708', 'Ninlaro', 'Ixazomib Citrate', 'Ixazomib']"
anti-gd2_monoclonal_antibody_hu14-dot-18k322a,Anti-GD2 monoclonal antibody hu14.18K322A,"['hu14.18K322A', 'humanized antidisialoganglioside mAb', 'Anti-GD2 monoclonal antibody hu14.18K322A']"
medi-570,MEDI-570,"['MEDI 570', 'MEDI570', 'MEDI-570']"
ezetimibe,Ezetimibe,"['Zetia', 'ezedoc', 'Ezetimibe']"
adaptive_radiation_therapy,Adaptive radiation therapy,"['Adaptive radiotherapy', 'Adaptive radiation therapy']"
bms-986253,BMS-986253,"['HuMax-IL8', 'MDX 018', 'MDX-018', 'BMS-986253']"
fs-1502,FS-1502,"['Trastuzumab Monomethyl Auristatin F', 'FS-1502']"
188re-nimotuzumab,188Re-Nimotuzumab,['188Re-Nimotuzumab']
selitrectinib,Selitrectinib,"['BAY2731954', 'BAY 2731954', 'LOXO 195', 'Selitrectinib']"
dribble_vaccine,Dribble vaccine,"['tumor-derived DRiPs-containing blebs vaccine', 'tumor cell-derived DRibbles vaccine', 'Dribble vaccine']"
hla-a1--u-8211--restricted_peptide_daeksdictdey-comma---etcz5av8,"HLA-A1–restricted peptide DAEKSDICTDEY, HLA-A2–restricted peptides YMDGTMSQV and YLEPGPVTA, HLA-A3–restricted peptide ALLAVGATK vaccine","['HLA-A1–restricted peptide DAEKSDICTDEY, HLA-A2–restricted peptides YMDGTMSQV and YLEPGPVTA, HLA-A3–restricted peptide ALLAVGATK vaccine']"
azd0156,AZD0156,['AZD0156']
zafirlukast,Zafirlukast,"['Accolate', 'Zafirlukast']"
gvax_neuroblastoma_vaccine,GVAX neuroblastoma vaccine,['GVAX neuroblastoma vaccine']
gefitinib,Gefitinib,"['Iressa', 'ZD1839', 'Gefitinib']"
anti-cd19-slash-anti-cd22_car-t_cells,Anti-CD19/Anti-CD22 CAR-T cells,"['CD19/CD22 CAR-T', 'CD19/22 CAR T', 'AUTO3', 'Anti-CD19/Anti-CD22 CAR-T cells']"
abbv-cls-579,ABBV-CLS-579,['ABBV-CLS-579']
ast_008,AST 008,"['AST-008', 'AST008', 'AST 008']"
ny-eso-1b_peptide_vaccine,NY-ESO-1b peptide vaccine,['NY-ESO-1b peptide vaccine']
ony-p1,Onyvax-P,['Onyvax-P']
ro7297089,RO7297089,['RO7297089']
pf-06863135,PF-06863135,"['PF3135', 'PF-3135', 'PF06863135', 'PF 3135', 'PF 06863135', 'PF-06863135']"
afp_specific_t_cell_receptor_t_cells,AFP Specific T Cell Receptor T Cells,['AFP Specific T Cell Receptor T Cells']
anastrozole,Anastrozole,"['Arimidex', 'anastrazole', 'Anastrozole']"
falimarev,Falimarev,"['rfowlpox-CEA(D609)/MUC1(L93)/TRICOM vaccine', 'PANVAC-F', 'fCEA-MUC-1-TRI', 'recombinant fowlpox-CEA-MUC-1-TRICOM vaccine', 'Falimarev']"
renalvax-2,RENALVax-2,['RENALVax-2']
budesonide,Budesonide,"['Nefecon', 'Cortiment', 'Entocort', 'Entocort EC', 'Uceris', 'Entocir', 'D019819', 'Pulmicort', 'Horacort', 'Zentacort', 'D00246', 'Rhinocort', 'Entocord', 'Budecol', 'Budesonide']"
chlormethine,Chlormethine,"['Mechlorethamine', 'Mechlorethamine Hydrochloride', 'Mustargen', 'Chlormethine']"
trx518,TRX518,['TRX518']
azd1208,AZD1208,['AZD1208']
matuzumab,Matuzumab,"['EMD72000', 'EMD 72000', 'Matuzumab']"
ucart19,UCART19,"['universal TALEN gene-edited CART19 cells', 'ALLO-501', 'universal chimeric antigen receptor T cell 19', 'TCR/CD52-deficient RQR8+ CD19-CAR+ T cells', 'UCART 19', 'S68587', 'UCART19 cells', 'UCART19']"
ave9633,AVE9633,"['Anti-CD33 antibody-maytansinoid conjugate AVE9633', 'AVE-9633', 'AVE 9633', 'AVE9633']"
ny-eso-1-lpar-157-165-rpar-_peptide-pulsed_autologous_--etcto4kg,NY-ESO-1(157-165) peptide-pulsed autologous dendritic cell vaccine,['NY-ESO-1(157-165) peptide-pulsed autologous dendritic cell vaccine']
pci-27483,PCI-27483,"['PCI 27483', 'PCI27483', 'PCI-27483']"
mage-2_eylqlvfgi_peptide,MAGE-2 EYLQLVFGI peptide,"['MAGE-A2 EYLQLVFGI', 'MAGE-2 EYLQLVFGI peptide']"
momelotinib,Momelotinib,"['CYT-387', 'GS-0387', 'Momelotinib']"
amsacrine,Amsacrine,"['m-AMSA', 'Amekrin', 'AMSA', 'Lamasine', 'acridinyl anisidide', ""Cain's Acridine"", 'Amsa P-D', 'CI-880', 'SN-11841', 'Amsidine', 'Amsidyl', 'Amsacrine']"
il13ralpha2-specific_hinge-optimized_4-1bb-co-stimulat--etc6tllw,IL13Ralpha2-specific Hinge-optimized 4-1BB-co-stimulatory CAR/Truncated CD19-expressing Autologous TN/MEM Cells,"['IL13 [EQ]BBzeta/truncated CD19[t]+ naive and memory T cells', 'IL13Ra2-specific-hinge-optimized-4-1BB-CAR/truncated CD19-expressing autologous TN/MEM lymphocytes', 'IL13 [EQ]BBzeta/truncated CD19[t]+ TN/MEM cells', 'IL13Ralpha2-specific Hinge-optimized 4-1BB-co-stimulatory CAR/Truncated CD19-expressing Autologous TN/MEM Cells']"
hespecta,Hespecta,"['HPV 16 E6 synthetic peptides (E6 71-95 and E6 127-158)', 'E6 71-95 and E6 127-158', 'Hespecta']"
dkn-01,DKN-01,['DKN-01']
hdm2_inhibitor_mk-8242,MK-8242,"['MK 8242', 'SCH 900242', 'MK-8242']"
peglyated_arginine_deiminase,ADI-PEG 20,"['ADI-PEG20', 'ADI-PEG', 'Peglyated arginine deiminase', 'Pegargiminase', 'ADI-PEG 20']"
id-g305_vaccine,ID-G305 vaccine,"['NY-ESO-1/GLA-SE vaccine ID-G305', 'ID-G305', 'IDC-G305', 'Cancer vaccine NY-ESO-1 Immune Design', 'G-305', 'NY-ESO-1/GLA-SE cancer vaccine Immune Design', 'ID-G305 vaccine']"
vorinostat,Vorinostat,"['SAHA', 'suberanilohydroxamic acid', 'Zolinza', 'Vorinostat']"
cct018159,CCT018159,['CCT018159']
talacotuzumab,Talacotuzumab,"['CSL362', 'Talacotuzumab']"
nelipepimut-s_plus_gm-csf_vaccine,Nelipepimut-S Plus GM-CSF Vaccine,"['NeuVax Plus GM-CSF', 'Nelipepimut-S Plus Sargramostim', 'HLA A2/A3-Restricted HER-2/neu Peptide Vaccine Plus GM-CSF', 'E75 Plus GM-CSF', 'E75 Vaccine Plus GM-CSF', 'Nelipepimut-S Plus GM-CSF Vaccine']"
azd9150,AZD9150,"['ISIS 481464', 'Danvatirsen', 'AZD9150']"
melacine,Melacine,"['Allogeneic melanoma tumor cell lysate vaccine Melacine', 'C116434', 'Melacine vaccine', 'Melacine']"
ibi315,IBI315,['IBI315']
canerpaturev,Canerpaturev,"['TBI-1401', 'HSV-1 HF10', 'HF10', 'herpes simplex virus type 1 HF10', 'Canerpaturev']"
exemestane,Exemestane,"['Aromasin', 'Exemestane']"
ido_peptide_vaccine,IDO peptide vaccine,"['IDO peptide', 'IDO peptide vaccine']"
cpi-613,Devimistat,"['CPI613', '6,8-bis(benzylthio)octanoic acid', 'CPI-613', 'CPI 613', 'Devimistat']"
thiotepa,Thiotepa,['Thiotepa']
endoxifen,Endoxifen,"['Z-endoxifen hydrochloride', 'Endoxifen']"
lxh254,LXH254,"['LXH 254', 'LXH-254', 'LXH254']"
teplizumab,Teplizumab,['Teplizumab']
genolimzumab,Genolimzumab,"['Genormab', 'CBT-501', 'GB-226', 'CBT 501', 'GB226', 'CBT501', 'Geptanolimab', 'Genolimzumab']"
taek-vac-herby,TAEK-VAC-HerBy,['TAEK-VAC-HerBy']
onc206,ONC206,['ONC206']
camrelizumab,Camrelizumab,"['SHR-1210', 'SHR1210', 'Carillizumab', 'HR-301210', 'Carelizumab', 'Camrelizumab']"
selective_internal_radiation_therapy_-lpar-sirt-rpar-,Selective internal radiation therapy,"['SIRT', 'Selective internal radiation therapy']"
sargramostim_plasmid_dna_pancreatic_tumor_cell_vaccine,Sargramostim plasmid DNA pancreatic tumor cell vaccine,"['GM-CSF plasmid DNA pancreatic tumor cell vaccine', 'Sargramostim plasmid DNA pancreatic tumor cell vaccine']"
gw_441756,GW 441756,['GW 441756']
gwn323,GWN323,['GWN323']
phenytoin,Phenytoin,"['Dilantin', 'Phenytoin']"
anti-thymocyte_globulin,Anti-thymocyte globulin,"['ATG', 'Thymoglobulin', 'ATGAM', 'lymphocyte immune globulin', 'Anti-thymocyte globulin']"
tozasertib,Tozasertib,"['MK-0457', 'VX-680', 'Tozasertib']"
lorazepam,Lorazepam,"['Ativan', 'Lorazepam']"
tqb3454,TQB3454,['TQB3454']
camptothecin,Camptothecin,"['Camptothecine', 'Camptothecin']"
two_chimeric_her-2_b-cell_peptide_vaccines,Two Chimeric HER-2 B-Cell Peptide Vaccines,"['LHCPALVTYNTDTFESMPNPEGRYTPGASCV', '597-626', 'VARCPSGVKPDLSYMPIWKFPDEEGACQPL', '266-296', 'Two Chimeric HER-2 B-Cell Peptide Vaccines']"
guselkumab,Guselkumab,"['Tremfya', 'CNTO 1959', 'Guselkumab']"
lpm3480226,LPM3480226,['LPM3480226']
deuterated_enzalutamide,Deuterated enzalutamide,"['D3-ENT', 'HC 1119', 'HC1119', 'N-trideuteromethyl enzalutamide', 'HC-1119', 'enzalutamide deuterated', 'Deuterated enzalutamide']"
bgt226,BGT226,"['NVP-BGT226', 'BGT226']"
gtb-3550,GTB-3550,"['OXS-3550', 'DEPRECATED: GTB-3550', '161533 TriKE', 'GTB-3550']"
obp-301,OBP-301,"['telomerase-specific type 5 adenovirus OBP-301', 'Telomelysin', 'OBP-301']"
tepoditamab,Tepoditamab,"['MCLA-117', 'PB9122', 'Tepoditamab']"
ckd-581,CKD-581,"['CKD 581', 'CKD581', 'CKD-581']"
p53-colon-264-272_peptide-pulsed_dendritic_cells,p53:264-272 peptide-pulsed Dendritic Cells,"['p53-pulsed DC', 'p53:264-272 peptide-pulsed Dendritic Cells']"
bosutinib,Bosutinib,"['Bosulif', 'Bosutinib']"
rociletinib,Rociletinib,"['CO-1686', 'Rociletinib']"
rc48-adc,RC48-ADC,['RC48-ADC']
mk-0482,MK-0482,"['MK0482', 'MK 0482', 'MK-0482']"
zastumotide,Zastumotide,"['MAGE-A3 antigen specific cancer immunotherapeutic', 'SID 534984', 'SB 249553', 'GSK1572932A', 'Astuprotimut-R', 'GSK 2132231A', 'MAGE-A3 ASCI', 'GSK1203486A', 'GSK 249553', 'NSC 719274', 'GSK 1572932A', 'Zastumotide']"
survivin_2b_peptide_vaccine,Survivin 2B peptide vaccine,"['Survivin-2B80-88', 'Survivin 2B80 88', 'Survivin 2B peptide vaccine']"
allostim,AlloStim,"['Stimvax', 'allogeneic CD4+ memory Th1-like T cells/microparticle-bound anti-CD3/anti-CD28', 'AlloStim']"
tamoxifen,Tamoxifen,"['Tamoxifen Citrate', 'Nolvadex', 'Tamoxifen']"
ibi939,IBI939,"['IBI-939', 'IBI 939', 'IBI939']"
radiopharmaceutical_-lpar-131i-mip-1095-rpar-,Radiopharmaceutical 131I-MIP-1095,"['I-131 MIP-1095', '(131) I-MIP-1095', 'MIP-1095 I-131', '131I-MIP-1095', 'Radiopharmaceutical 131I-MIP-1095']"
allogenic_stem_cell_transplantation,Allogeneic stem cell transplantation,"['Allo-HCT', 'allogeneic hematopoietic stem cell transplant', 'allogeneic HSCT', 'Allogeneic stem cell transplantation']"
nilotinib,Nilotinib,"['Tasigna', 'AMN 107', 'amn107', 'Nilotinib']"
asp1235,ASP1235,"['AGS62P1', 'ASP1235']"
cinobufagin,Cinobufagin,"['Cinobufacini', 'Cinobufacin', 'Cinobufagin']"
odm-209,ODM-209,['ODM-209']
mitoguazone,Mitoguazone,"['Zyrkamine', 'MGBG', 'MGGH', 'Mitoguazone']"
apr-246,APR-246,['APR-246']
modified_wt1_peptide_vaccine_mp235,Modified WT1 peptide vaccine mp235,"['HLA-A*24:02-restricted modified WT1 peptide (CYTWNQMNL) vaccine', 'mp235', 'Modified WT1 peptide vaccine mp235']"
dfp-10917,DFP-10917,"[""2'-C-cyano-2'-deoxy-1-beta-D-arabino-pentofuranosylcytosine"", 'CNDAC', 'DFP-10917']"
panda-vac,PANDA-VAC,['PANDA-VAC']
s-trityl-l-cysteine,S-Trityl-L-cysteine,"['NSC 83265', 'S-Trityl-L-cysteine']"
nanoparticle_albumin-bound_rapamycin,Nanoparticle albumin-bound rapamycin,"['ABI-009', 'Nab-rapamycin', 'Nanoparticle albumin-bound rapamycin']"
cpl304110,CPL304110,['CPL304110']
simmitinib,Simmitinib,['Simmitinib']
cusatuzumab,Cusatuzumab,"['JNJ-74494550', 'JNJ74494550', 'JNJ 74494550', 'Cusatuzumab']"
car-t-colon-_anti-cd19-comma-_ii_generation_-lpar-cd3z--etcz3cnx,"CAR-T: Anti-CD19, II generation (CD3zeta_4-1BB)","['CAR-T: Anti-CD19, II generation (CD3zeta_4-1BB)']"
ocv-c02_vaccine,OCV-C02 vaccine,['OCV-C02 vaccine']
tiopronin,Tiopronin,"['Thiopronine', 'Meprin', 'D01430', 'D008625', 'Tiopronine', 'Thiola', 'Mercaptopropionylglycine', 'Captimer', 'Acadione', 'Tiopronin']"
dulanermin,Dulanermin,"['AMG 951', 'C505653', 'Recombinant human Apo2 ligand/tumor necrosis factor-related apoptosis-inducing ligand', 'TNFSF10', 'D09395', 'RhApo2L/TRAIL', 'Recombinant TNF-related apoptosis-inducing ligand', 'Apo2L/TRAIL', 'Dulanermin']"
recombinant_human_papillomavirus_-lpar-hpv-rpar-_bival--etc9vglv,Recombinant Human Papillomavirus (HPV) Bivalent Vaccine,"['Cervarix', 'Recombinant Human Papillomavirus (HPV) Bivalent Vaccine']"
gmi-1359,GMI-1359,"['GMI1359', 'GMI 1359', 'GMI-1359']"
car-37_t_cells,CAR-37 T Cells,"['CD37 CAR-T', 'anti-CD37 CAR T', 'anti-CD37 CAR-T', 'CAR-37 T Cells']"
estradiol,Estradiol,"['ALORA', 'Estradiol']"
dactinomycin,Dactinomycin,"['actinomycin D', 'AD', 'actinomycin X 1', 'Lyovac Cosmegen', 'dactinomycine', 'DACT', 'meractinomycin', 'actinomycin-d', 'actinomycin I1', 'actinomycin-[thr-val-pro-sar-meval]', 'ACT-D', 'actinomycin C1', 'Cosmegen', 'actinomycin IV', 'Dactinomycin']"
id-cmb305,ID-CMB305,"['CMB305', 'LV 305 plus G 305', 'immunotherapeutic combination product CMB305', 'CMB305 LV305 plus G305', 'CMB 305', 'ID-CMB305']"
ocv-c01,OCV-C01,"['Peptide-cocktail cancer vaccine OCV-C01', 'C000620786', 'OCV-C01']"
tumor-specific_tcr-t_cells,Tumor-specific TCR-T cells,['Tumor-specific TCR-T cells']
lipegfilgrastim,Lipegfilgrastim,"['Longquex', 'Lonquex', 'XM22', 'Lipegfilgrastim']"
