TP,Add_to_black_list,FP,Search_problem,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
,,,,can008,FALSE,1,FALSE,FALSE,"This is a multicenter, randomized, controlled study, aiming to evaluate the efficacy and safety of CAN008 administered once-weekly with rRT for treating first tumor recurrence in patients with GBM","{'This is a multicenter, randomized, controlled study, aiming to evaluate the efficacy and safety of CAN008 administered once-weekly with rRT for treating first tumor recurrence in patients with GBM', 'A Multicenter, Randomized, Open-label, Controlled Phase II Clinical Trial to Evaluate the Efficacy and Safety of CAN008 Combined With Re-irradiation (rRT) for Treating Patients With Recurrent Glioblastoma (GBM).'}",{'NCT03746288'},NCT03746288
,,,,tsr-044,FALSE,1,FALSE,FALSE,This phase II trial is studying how well TSR-022 and TSR-044 work in combination in treating patients with locally advanced or metastatic liver cancer,{'This phase II trial is studying how well TSR-022 and TSR-044 work in combination in treating patients with locally advanced or metastatic liver cancer'},{'NCT03680508'},NCT03680508
,,,,incb086550,FALSE,1,FALSE,FALSE,"A Phase 1 Study Exploring the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of INCB086550 in Participants With Advanced Solid Tumors.","{'A Phase 1 Study Exploring the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of INCB086550 in Participants With Advanced Solid Tumors.', 'The purpose of this study is to evaluate the safety and tolerability, pharmacokinetics, pharmacodynamics, and early clinical activity of INCB086550 in participants with advanced solid tumors who have failed prior treatments'}",{'NCT03762447'},NCT03762447
,,,,-cc psma,FALSE,1,FALSE,FALSE,In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer,{'In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer'},{'NCT03768349'},NCT03768349
,,,,⁸⁹zr-df-iab22m2c,FALSE,1,FALSE,FALSE,"Protocol IAB-CD8-201 is a Phase II, Open Label, Multi-Dose Study of ⁸⁹Zr-Df-IAB22M2C (CD8 PET Tracer) for Positron Emission Tomography (PET/CT) in Patients with Advanced or Metastatic Melanoma, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Squamous Cell Carcinoma of the Head and Neck Selected to Receive Standard-of-Care Immunotherapy as Single Agent or in Combination.","{'Protocol IAB-CD8-201 is a Phase II, Open Label, Multi-Dose Study of ⁸⁹Zr-Df-IAB22M2C (CD8 PET Tracer) for Positron Emission Tomography (PET/CT) in Patients with Advanced or Metastatic Melanoma, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Squamous Cell Carcinoma of the Head and Neck Selected to Receive Standard-of-Care Immunotherapy as Single Agent or in Combination.', 'A Phase II, Open Label, Multi-Dose Study OF ⁸⁹Zr-Df-IAB22M2C (CD8 PET Tracer) for Positron Emission Tomography (PET/CT) in Patients With Advanced or Metastatic Melanoma, Non Small Cell Lung Cancer, Renal Cell Carcinoma or Squamous Cell Carcinoma of the Head and Neck Selected to Receive Standard-of-Care Immunotherapy', ""This study will evaluate the safety of repeat doses of ⁸⁹Zr-Df-IAB22M2C, assess and quantify any detectable changes in ⁸⁹Zr-Df-IAB22M2C uptake from Baseline to post-Treatment, establish the relationship of ⁸⁹Zr-Df-IAB22M2C uptake in tumors with CD8+ TIL density, biodistribution, evaluate the variance in participants' gene expression pre- and post-Treatment, evaluate the correlation of ⁸⁹Zr-Df-IAB22M2C uptake with clinical response by RECIST 1.1/iRECIST and evaluate the correlation of ⁸⁹Zr-Df-IAB22M2C uptake with immune infiltrates and other molecular biomarkers (CD4, CD8, PD-1 and PD-L1) expression by IHC""}",{'NCT03802123'},NCT03802123
,,,,capsaicin,FALSE,1,FALSE,FALSE,"Multicentric, Open, Randomized Study Comparing Topical Treatment by Patch of Capsaicin to 8% (Qutenza) to Pregabalin Oral in the Early Treatment of Neuropathic Pain After Primary Surgery for Breast Cancer.","{'Multicentric, Open, Randomized Study Comparing Topical Treatment by Patch of Capsaicin to 8% (Qutenza) to Pregabalin Oral in the Early Treatment of Neuropathic Pain After Primary Surgery for Breast Cancer.'}",{'NCT03794388'},NCT03794388
,,,,tedopam,FALSE,1,FALSE,FALSE,"A Randomized Non-comparative Phase II Study of Maintenance Therapy With OSE2101 Vaccine Alone or in Combination With Nivolumab, or FOLFIRI After Induction Therapy With FOLFIRINOX in Patients With Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma (TEDOPaM - D17-01 PRODIGE 63 Study).","{'A Randomized Non-comparative Phase II Study of Maintenance Therapy With OSE2101 Vaccine Alone or in Combination With Nivolumab, or FOLFIRI After Induction Therapy With FOLFIRINOX in Patients With Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma (TEDOPaM - D17-01 PRODIGE 63 Study).', 'TEDOPAM is a randomized (1.1.1) non-comparative phase II study.'}",{'NCT03806309'},NCT03806309
,,,,ose2101,FALSE,1,FALSE,FALSE,"This study will assess the efficacy and safety of OSE2101 alone or in combination with nivolumab followed by FOLFIRI reintroduction, versus FOLFIRI as maintenance therapy in patients with advanced PDAC after induction therapy with FOLFIRINOX","{'This study will assess the efficacy and safety of OSE2101 alone or in combination with nivolumab followed by FOLFIRI reintroduction, versus FOLFIRI as maintenance therapy in patients with advanced PDAC after induction therapy with FOLFIRINOX', 'A Randomized Non-comparative Phase II Study of Maintenance Therapy With OSE2101 Vaccine Alone or in Combination With Nivolumab, or FOLFIRI After Induction Therapy With FOLFIRINOX in Patients With Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma (TEDOPaM - D17-01 PRODIGE 63 Study).'}",{'NCT03806309'},NCT03806309
,,,,foxy-5,FALSE,1,FALSE,FALSE,"Phase II study investigating the safety, tolerability and effect on disease reccurence of Foxy-5 as neo-adjuvant therapy in resected colon cancer patients treated with FOLFOX chemotherapy regimen.","{'Phase II study investigating the safety, tolerability and effect on disease reccurence of Foxy-5 as neo-adjuvant therapy in resected colon cancer patients treated with FOLFOX chemotherapy regimen.', 'A Randomized, Multicentre, Open-Label Controlled Phase II Trial of Foxy-5 as Neo-Adjuvant Therapy in Subjects With Wnt-5a Low Colon Cancer.', 'It is a two-arm study and patients will be randomised to receive either standard therapy (surgery + FOLFOX 6 months regimen) or standard therapy + neo-adjuvant administration of Foxy-5 prior to- and following surgery (maximum of 39 administrations) until initiation of FOLFOX therapy'}",{'NCT03883802'},NCT03883802
,,,,tp-3654,FALSE,1,FALSE,FALSE,"This is a Phase 1, open-label, dose-escalation, safety, pharmacokinetics, and pharmacodynamic study, with a purpose of determining the maximum tolerated dose (MTD) and dose-limiting toxicities (DLTs) of oral TP-3654 in patients with advanced solid tumors","{'This is a Phase 1, open-label, dose-escalation, safety, pharmacokinetics, and pharmacodynamic study, with a purpose of determining the maximum tolerated dose (MTD) and dose-limiting toxicities (DLTs) of oral TP-3654 in patients with advanced solid tumors', 'TP-3654 is an oral PIM inhibitor.', 'A Phase I, First-in-human, Open-label, Dose Escalation, Safety, Pharmacokinetic, and Pharmacodynamic Study of Oral TP-3654 in Patients With Advanced Solid Tumors.'}",{'NCT03715504'},NCT03715504
,,,,rx-2,FALSE,1,FALSE,FALSE,"Giving RX-2, cyclophosphamide, and pembrolizumab may work better in treating participants with gastric or gastroesophageal junction cancer","{'Giving RX-2, cyclophosphamide, and pembrolizumab may work better in treating participants with gastric or gastroesophageal junction cancer'}",{'NCT03918499'},NCT03918499
,,,,ima950,FALSE,1,FALSE,FALSE,"Arm 2: Pembrolizumab 200mg q3w IV and IMA950 mixed with Poly-ICLC administered subcutaneously The first phase of treatment will last 6 weeks, then surgery will be performed (done if clinically possible ad indicated).","{'Arm 2: Pembrolizumab 200mg q3w IV and IMA950 mixed with Poly-ICLC administered subcutaneously The first phase of treatment will last 6 weeks, then surgery will be performed (done if clinically possible ad indicated).'}",{'NCT03665545'},NCT03665545
,,,,elacestrant,FALSE,1,FALSE,FALSE,This Phase 3 clinical study compares the efficacy and safety of elacestrant to the standard of care (SoC) options of fulvestrant or an aromatase inhibitor (AI) in women and men with breast cancer whose disease has advanced on at least one endocrine therapy including a CDK4/6 inhibitor in combination with fulvestrant or an aromatase inhibitor (AI),{'This Phase 3 clinical study compares the efficacy and safety of elacestrant to the standard of care (SoC) options of fulvestrant or an aromatase inhibitor (AI) in women and men with breast cancer whose disease has advanced on at least one endocrine therapy including a CDK4/6 inhibitor in combination with fulvestrant or an aromatase inhibitor (AI)'},{'NCT03778931'},NCT03778931
,,,,asv,FALSE,1,FALSE,FALSE,This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection,"{'This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection', 'Phase 1a First-in-Human Study of Safety and Tolerability of ASV® AGEN2017 With QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Solid Tumor at Risk of Relapse Undergoing Observation as SOC Following Complete Surgical Resection.'}",{'NCT03673020'},NCT03673020
,,,,agen2017,FALSE,1,FALSE,FALSE,This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection,"{'This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection', 'Phase 1a First-in-Human Study of Safety and Tolerability of ASV® AGEN2017 With QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Solid Tumor at Risk of Relapse Undergoing Observation as SOC Following Complete Surgical Resection.'}",{'NCT03673020'},NCT03673020
,,,,qs-21,FALSE,1,FALSE,FALSE,This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection,"{'This is an open-label Phase 1a First-in-Human Study to determine Safety and Tolerability of ASV® AGEN2017 with QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Tumors at Risk of Relapse Undergoing Observation as Standard of Care Following Complete Surgical Resection', 'Phase 1a First-in-Human Study of Safety and Tolerability of ASV® AGEN2017 With QS-21 Stimulon® Adjuvant as a Single Agent in Subjects With Solid Tumor at Risk of Relapse Undergoing Observation as SOC Following Complete Surgical Resection.'}",{'NCT03673020'},NCT03673020
,,,,vgx-3100,FALSE,1,FALSE,FALSE,Randomized Evaluation of VGX-3100 and Electroporation for the Treatment of Cervical HSIL.,"{'Randomized Evaluation of VGX-3100 and Electroporation for the Treatment of Cervical HSIL.', 'HPV-303 is a prospective, randomized, double-blind, placebo-controlled phase 3 study of VGX-3100 delivered intramuscularly (IM) followed by electroporation (EP) delivered with CELLECTRA™ 5PSP in adult women with histologically confirmed high-grade squamous intraepithelial lesions (HSIL) (cervical intraepithelial neoplasia grade 2 [CIN2] or grade 3 [CIN3]) of the cervix, associated with HPV-16 and/or HPV-18'}",{'NCT03721978'},NCT03721978
,,,,stamp,FALSE,1,FALSE,FALSE,"STAMP: Surgically Treated Adjuvant Merkel Cell Carcinoma With Pembrolizumab, a Phase III Trial.","{'STAMP: Surgically Treated Adjuvant Merkel Cell Carcinoma With Pembrolizumab, a Phase III Trial.'}",{'NCT03712605'},NCT03712605
,,,,11c-choline,FALSE,1,FALSE,FALSE,In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer,{'In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer'},{'NCT03768349'},NCT03768349
,,,,actimab-a®,FALSE,1,TRUE,FALSE,Postremission Therapy With Actinium-225 (225Ac)-Lintuzumab (Actimab-A®) in Patients With Acute Myeloid Leukemia.,{'Postremission Therapy With Actinium-225 (225Ac)-Lintuzumab (Actimab-A®) in Patients With Acute Myeloid Leukemia.'},{'NCT03705858'},NCT03705858
,,,,gallium-68,FALSE,1,FALSE,FALSE,In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer,{'In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer'},{'NCT03768349'},NCT03768349
,,,,f-18,FALSE,1,FALSE,FALSE,In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer,{'In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer'},{'NCT03768349'},NCT03768349
,,,,68ga-psma-11,FALSE,1,FALSE,FALSE,In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer,{'In this protocol we will image patients with suspected metastatic prostate cancer using 11C-Choline PET and Gallium-68 labeled HBED-CC PSMA (more commonly called 68Ga-PSMA-11) or F-18 labeled PSMA 1007 in order to demonstrate their utility in detecting prostate cancer'},{'NCT03768349'},NCT03768349
,,,,sarilumab,FALSE,1,TRUE,FALSE,A Phase 2 Randomized Double-Blinded Placebo-Controlled Study to Evaluate the Safety and Efficacy of Subcutaneous Sarilumab in Improving the Quality of Life in Subjects With Indolent Systemic Mastocytosis.,"{'A Phase 2 Randomized Double-Blinded Placebo-Controlled Study to Evaluate the Safety and Efficacy of Subcutaneous Sarilumab in Improving the Quality of Life in Subjects With Indolent Systemic Mastocytosis.', 'Researchers think the drug sarilumab could help.', 'Objective: To see if sarilumab is a safe and effective treatment for people with ISM.', 'Those who continue will get sarilumab, even if they previously got the placebo, every 2 weeks.'}",{'NCT03770273'},NCT03770273
,,,,keynote-676,FALSE,1,FALSE,FALSE,That is Persistent or Recurrent Following BCG Induction (KEYNOTE-676).,{'That is Persistent or Recurrent Following BCG Induction (KEYNOTE-676).'},{'NCT03711032'},NCT03711032
,,,,flibanserin,FALSE,1,FALSE,FALSE,The purpose of this study is to determine if it is feasible for women to take both Flibanserin and tamoxifen for the duration of the study.,"{'The purpose of this study is to determine if it is feasible for women to take both Flibanserin and tamoxifen for the duration of the study.', 'A Feasibility Study of Flibanserin in Breast Cancer Survivors on Tamoxifen and Aromatase Inhibitors.', 'This study is also trying to find out if Flibanserin improves or has any effect on hyposexual desire disorder/HSDD in women who are taking tamoxifen for breast cancer'}",{'NCT03707340'},NCT03707340
,,,,anlotinb,FALSE,1,FALSE,FALSE,"After a randomized phase Ⅲ trial, BEYOND was presented the synergistic effect of progression-free survival(PFS) could be expected when chemotherapy is combined with Antiangiogenesis agent bevacizumab in China;Therefore,in this study, The investigators will investigate the efficacy and safety of Anlotinb combined With Pemetrexed and Cisplatin as first-line therapy in patients with chemotherapy-naive, stage IIIB or IV, non-squamous NSCLC without targetable EGFR or ALK genetic aberrations","{'After a randomized phase Ⅲ trial, BEYOND was presented the synergistic effect of progression-free survival(PFS) could be expected when chemotherapy is combined with Antiangiogenesis agent bevacizumab in China;Therefore,in this study, The investigators will investigate the efficacy and safety of Anlotinb combined With Pemetrexed and Cisplatin as first-line therapy in patients with chemotherapy-naive, stage IIIB or IV, non-squamous NSCLC without targetable EGFR or ALK genetic aberrations'}",{'NCT03671538'},NCT03671538
,,,,milademetan,TRUE,1,FALSE,FALSE,The milademetan initial dose will be Level 1:,{'The milademetan initial dose will be Level 1:'},{'NCT03671564'},NCT03671564
,,,,milademetan,FALSE,1,FALSE,FALSE,No increase in the milademetan dose will be made in the same participant.,"{'No increase in the milademetan dose will be made in the same participant.', 'This is a Phase 1, multicenter, open-label study to evaluate safety, tolerability and pharmacokinetics of milademetan in Japanese patients with relapsed or refractory acute myeloid leukemia.', 'Dose-limiting toxicity associated with milademetan occurring at each level will be assessed, and the maximum tolerated dose (MTD) will be decided using a modified continuous reassessment method (mCRM)', 'Phase 1, Open-label, Dose Escalation Study of Milademetan, an Oral MDM2 Inhibitor, to Assess Safety, Tolerability and Pharmacokinetics in Japanese Patients With Relapsed or Refractory Acute Myeloid Leukemia.'}",{'NCT03671564'},NCT03671564
,,,,io103,FALSE,1,FALSE,FALSE,"A single center, open-label, phase IIa, single arm, window of opportunity trial with IO103 and Montanide adjuvant in patients with surgically resectable BCC","{'A single center, open-label, phase IIa, single arm, window of opportunity trial with IO103 and Montanide adjuvant in patients with surgically resectable BCC'}",{'NCT03714529'},NCT03714529
,,,,-b,FALSE,1,FALSE,FALSE,Response to the HEPLISAV-B Hepatitis B Vaccine in Chronic Lymphocytic Leukemia (CLL) Patients That Are Treatment Naive or Receiving Bruton S-tyrosine Kinase Inhibitor (BTK-I) Therapy.,"{'Response to the HEPLISAV-B Hepatitis B Vaccine in Chronic Lymphocytic Leukemia (CLL) Patients That Are Treatment Naive or Receiving Bruton S-tyrosine Kinase Inhibitor (BTK-I) Therapy.', 'Researchers want to see if it can protect people with CLL/SLL from getting hepatitis B. Objective: To learn how HEPLISAV-B works in people who have CLL or SLL.'}",{'NCT03685708'},NCT03685708
,,,,pyl,FALSE,1,FALSE,FALSE,This study evaluates the diagnostic performance and safety of 18F-DCFPyL (PyL) PET/CT imaging in patients with suspected recurrence of prostate cancer who have negative or equivocal findings on conventional imaging,{'This study evaluates the diagnostic performance and safety of 18F-DCFPyL (PyL) PET/CT imaging in patients with suspected recurrence of prostate cancer who have negative or equivocal findings on conventional imaging'},{'NCT03739684'},NCT03739684
,,,,fluorocholine,FALSE,1,FALSE,FALSE,The investigators are studying the ability of F18 labeled fluorocholine PET to localize parathyroid adenomas in patients with hyperparathyroidism prior to surgery,{'The investigators are studying the ability of F18 labeled fluorocholine PET to localize parathyroid adenomas in patients with hyperparathyroidism prior to surgery'},{'NCT03764007'},NCT03764007
,,,,polidocanol,FALSE,1,FALSE,FALSE,"This pilot study will determine whether intralesional injections of the sclerosant polidocanol into intransit and cutaneous melanoma lesions shows promise for efficacy, safety and ease of use that will enable this inexpensive and widely available agent to undergo further evaluation","{'This pilot study will determine whether intralesional injections of the sclerosant polidocanol into intransit and cutaneous melanoma lesions shows promise for efficacy, safety and ease of use that will enable this inexpensive and widely available agent to undergo further evaluation'}",{'NCT03754140'},NCT03754140
,,,,thp-k,FALSE,1,FALSE,FALSE,"A phase 2 open-label, randomized, multi-center trial to evaluate the efficacy and safety of neoadjuvant trastuzumab, pertuzumab and weekly paclitaxel (THP) as compared to neoadjuvant trastuzumab, pertuzumab, pembrolizumab and weekly paclitaxel (THP-K), or neoadjuvant trastuzumab, pembrolizumab and weekly paclitaxel (TH-K) in chemo naive patients with invasive human epidermal growth factor receptor 2 (HER2) positive breast cancer whose primary tumors are > 2 cm and/or clinically lymph node positive.","{'A phase 2 open-label, randomized, multi-center trial to evaluate the efficacy and safety of neoadjuvant trastuzumab, pertuzumab and weekly paclitaxel (THP) as compared to neoadjuvant trastuzumab, pertuzumab, pembrolizumab and weekly paclitaxel (THP-K), or neoadjuvant trastuzumab, pembrolizumab and weekly paclitaxel (TH-K) in chemo naive patients with invasive human epidermal growth factor receptor 2 (HER2) positive breast cancer whose primary tumors are > 2 cm and/or clinically lymph node positive.'}",{'NCT03747120'},NCT03747120
,,,,leap-002,FALSE,1,FALSE,FALSE,"A Phase 3 Multicenter, Randomized, Double-blinded, Active-controlled, Clinical Study to Evaluate the Safety and Efficacy of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) Versus Lenvatinib in First-line Therapy of Participants With Advanced Hepatocellular Carcinoma (LEAP-002).","{'A Phase 3 Multicenter, Randomized, Double-blinded, Active-controlled, Clinical Study to Evaluate the Safety and Efficacy of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) Versus Lenvatinib in First-line Therapy of Participants With Advanced Hepatocellular Carcinoma (LEAP-002).'}",{'NCT03713593'},NCT03713593
,,,,polychlorinated,FALSE,1,FALSE,FALSE,"4-Demethyl-4-cholesteryloxycarbonylpenclomedine (DM-CHOC-PEN) is a polychlorinated pyridyl cholesterol carbonate that is lipophilic, electrically neural, crosses the blood brain barrier (BBB), ability to localize in intracranial tumor tissue, lacks neurotoxicity and not transported out of the brain via Pgp (p-glycoprotein).","{'4-Demethyl-4-cholesteryloxycarbonylpenclomedine (DM-CHOC-PEN) is a polychlorinated pyridyl cholesterol carbonate that is lipophilic, electrically neural, crosses the blood brain barrier (BBB), ability to localize in intracranial tumor tissue, lacks neurotoxicity and not transported out of the brain via Pgp (p-glycoprotein).'}",{'NCT03668847'},NCT03668847
,,,,e2,FALSE,1,FALSE,FALSE,"The objectives of this randomized withdrawal study are to evaluate the long-term efficacy and safety of the combination of relugolix, estradiol (E2) and norethindrone acetate (NETA), once daily, for up to 104 weeks in patients with uterine fibroids who have completed a total of 52 weeks of treatment, including a 24-week treatment period in a parent study (study MVT-601-3001 or MVT-601-3002) and a 28-week treatment period in the open-label extension study (MVT-601-3003), and who meet the definition of responder, defined as a patient who demonstrates a menstrual blood loss of < 80 mL and at least a 50% reduction from parent study baseline menstrual blood loss volume on the alkaline hematin analysis of the feminine products returned at Week 48 in the extension study","{'The objectives of this randomized withdrawal study are to evaluate the long-term efficacy and safety of the combination of relugolix, estradiol (E2) and norethindrone acetate (NETA), once daily, for up to 104 weeks in patients with uterine fibroids who have completed a total of 52 weeks of treatment, including a 24-week treatment period in a parent study (study MVT-601-3001 or MVT-601-3002) and a 28-week treatment period in the open-label extension study (MVT-601-3003), and who meet the definition of responder, defined as a patient who demonstrates a menstrual blood loss of < 80 mL and at least a 50% reduction from parent study baseline menstrual blood loss volume on the alkaline hematin analysis of the feminine products returned at Week 48 in the extension study'}",{'NCT03751124'},NCT03751124
,,,,estradiol,FALSE,1,FALSE,FALSE,"An International Phase 3 Double-Blind, Placebo-Controlled, Randomized Withdrawal Study of Relugolix With Estradiol and Norethindrone Acetate in Women With Heavy Menstrual Bleeding Associated With Uterine Fibroids.","{'An International Phase 3 Double-Blind, Placebo-Controlled, Randomized Withdrawal Study of Relugolix With Estradiol and Norethindrone Acetate in Women With Heavy Menstrual Bleeding Associated With Uterine Fibroids.', 'The objectives of this randomized withdrawal study are to evaluate the long-term efficacy and safety of the combination of relugolix, estradiol (E2) and norethindrone acetate (NETA), once daily, for up to 104 weeks in patients with uterine fibroids who have completed a total of 52 weeks of treatment, including a 24-week treatment period in a parent study (study MVT-601-3001 or MVT-601-3002) and a 28-week treatment period in the open-label extension study (MVT-601-3003), and who meet the definition of responder, defined as a patient who demonstrates a menstrual blood loss of < 80 mL and at least a 50% reduction from parent study baseline menstrual blood loss volume on the alkaline hematin analysis of the feminine products returned at Week 48 in the extension study'}",{'NCT03751124'},NCT03751124
,,,,89zr-,FALSE,1,FALSE,FALSE,"First-in- Human Imaging of Multiple Myeloma Using 89Zr-DFO-daratumumab, a CD38-targeting Monoclonal Antibody.","{'First-in- Human Imaging of Multiple Myeloma Using 89Zr-DFO-daratumumab, a CD38-targeting Monoclonal Antibody.'}",{'NCT03665155'},NCT03665155
,,,,9-ing-41,FALSE,1,FALSE,FALSE,"Phase 1/2 Study of 9-ING-41, a Glycogen Synthase Kinase-3 Beta (GSK-3β) Inhibitor, as a Single Agent and Combined With Chemotherapy, in Patients With Refractory Hematologic Malignancies or Solid Tumors.","{'Phase 1/2 Study of 9-ING-41, a Glycogen Synthase Kinase-3 Beta (GSK-3β) Inhibitor, as a Single Agent and Combined With Chemotherapy, in Patients With Refractory Hematologic Malignancies or Solid Tumors.', 'The Actuate 1801 Phase 1/2 study is designed to evaluate the safety and efficacy of 9-ING-41, a potent GSK-3β inhibitor, as a single agent and in combination with cytotoxic agents, in patients with refractory cancers'}",{'NCT03678883'},NCT03678883
,,,,sor-c13,FALSE,1,FALSE,FALSE,This phase I trial studies the side effects and best dose of SOR-C13 in treating patients with solid tumors that have spread to other places in the body (advanced) and does not respond to treatment.,"{'This phase I trial studies the side effects and best dose of SOR-C13 in treating patients with solid tumors that have spread to other places in the body (advanced) and does not respond to treatment.', 'Drugs used in chemotherapy, such as SOR-C13, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading', 'A Phase I Study of SOR-C13 in Patients With Advanced Solid Tumors.'}",{'NCT03784677'},NCT03784677
,,,,radium bromatum,FALSE,1,FALSE,FALSE,"The present study aims at evaluating Radium bromatum efficacy (homeopathy), compared to placebo, to prevent radiodermatitis apparition for women treated for breast cancer","{'The present study aims at evaluating Radium bromatum efficacy (homeopathy), compared to placebo, to prevent radiodermatitis apparition for women treated for breast cancer'}",{'NCT03753776'},NCT03753776
,,,,radium,FALSE,1,FALSE,FALSE,Phase III Trial Evaluating Radium Bromatum Homeopathic Treatment Efficacy on Radiodermatitis Prevention and Treatment for Breast Cancer Women.,{'Phase III Trial Evaluating Radium Bromatum Homeopathic Treatment Efficacy on Radiodermatitis Prevention and Treatment for Breast Cancer Women.'},{'NCT03753776'},NCT03753776
,,,,chp-pola,FALSE,1,FALSE,FALSE,"This study will evaluate the safety, pharmacokinetics, and preliminary efficacy of mosunetuzumab in combination with cyclophosphamide, doxorubicin, vincristine, and prednisone (M-CHOP) and, subsequently, in combination with cyclophosphamide, doxorubicin, and prednisone (CHP) plus polatuzumab vedotin (CHP-pola) in participants with relapsed or refractory (R/R) B-cell non-Hodgkin lymphoma (NHL), and in previously untreated participants with diffuse large B-cell lymphoma (DLBCL)","{'This study will evaluate the safety, pharmacokinetics, and preliminary efficacy of mosunetuzumab in combination with cyclophosphamide, doxorubicin, vincristine, and prednisone (M-CHOP) and, subsequently, in combination with cyclophosphamide, doxorubicin, and prednisone (CHP) plus polatuzumab vedotin (CHP-pola) in participants with relapsed or refractory (R/R) B-cell non-Hodgkin lymphoma (NHL), and in previously untreated participants with diffuse large B-cell lymphoma (DLBCL)'}",{'NCT03677141'},NCT03677141
,,,,adct-602,FALSE,1,FALSE,FALSE,This phase I/II trial studies the side effects and best dose of ADCT-602 in treating patients with B-cell lymphoblastic leukemia that has come back or does not respond to treatment.,"{'This phase I/II trial studies the side effects and best dose of ADCT-602 in treating patients with B-cell lymphoblastic leukemia that has come back or does not respond to treatment.', 'A Phase I/II Study to Evaluate the Safety and Anti-Tumor Activity of ADCT-602 Targeting CD22 in Patients With Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia.'}",{'NCT03698552'},NCT03698552
